,Unnamed: 0,Post Description,Post Datetime,Comments,Comment Datetime,num_words
39,78,"We are making progress in controlling the outbreak. The daily infection numbers in the community have been coming down steadily.  In recent days, the number of daily new community cases has been at single digits. If this continues over the next two weeks, we will be in a good position to consider easing on some of the circuit breaker measures after 1 June, but in a careful and calibrated manner.

Note: Table shows the average daily cases over the various time periods, and across different categories",2020-05-14 12:13:56+00:00,Thank you so much. Take care too.,2020-05-14 12:46:45+00:00,7
40,80,"We are making progress in controlling the outbreak. The daily infection numbers in the community have been coming down steadily.  In recent days, the number of daily new community cases has been at single digits. If this continues over the next two weeks, we will be in a good position to consider easing on some of the circuit breaker measures after 1 June, but in a careful and calibrated manner.

Note: Table shows the average daily cases over the various time periods, and across different categories",2020-05-14 12:13:56+00:00,Thank you Sir. Please open gym and shopping mall 👍,2020-05-14 12:55:15+00:00,9
41,83,"We are making progress in controlling the outbreak. The daily infection numbers in the community have been coming down steadily.  In recent days, the number of daily new community cases has been at single digits. If this continues over the next two weeks, we will be in a good position to consider easing on some of the circuit breaker measures after 1 June, but in a careful and calibrated manner.

Note: Table shows the average daily cases over the various time periods, and across different categories",2020-05-14 12:13:56+00:00,"Sir, do something,  some kids playing fire alarm",2020-05-14 12:15:22+00:00,8
42,87,"We are making progress in controlling the outbreak. The daily infection numbers in the community have been coming down steadily.  In recent days, the number of daily new community cases has been at single digits. If this continues over the next two weeks, we will be in a good position to consider easing on some of the circuit breaker measures after 1 June, but in a careful and calibrated manner.

Note: Table shows the average daily cases over the various time periods, and across different categories",2020-05-14 12:13:56+00:00,Thanks Sir and the team work so hard with dedication and compassion,2020-05-14 12:23:58+00:00,12
43,93,"Seniors are significantly more at risk from Covid-19. Globally, 80% of Covid-related deaths occur in older persons above 60. In Singapore it is 95%. Many young people with Covid-19 have mild symptoms. But for seniors the disease is severe and potentially life-threatening. 
That’s why we are stepping up our precautions at residential care homes serving the elderly. We are putting in place tighter infection controls and prevention practices. We are requiring all resident-facing staff to stay onsite or at designated hotels during the circuit breaker period. We are also testing all 30k residents and staff of these homes - not just once, but on a periodic basis every two weeks. 
At the same time, all of us can do our part to protect the seniors in our families. Remind them to stay home as much as possible and minimise contacts with others. If the seniors are living with us, then help them with their errands, so that they can minimise their movement outside. If the seniors are living elsewhere, then stay in touch with them with frequent phone calls, so that they will not feel socially isolated. 
Safeguarding the welfare of our seniors is a collective effort. We must do everything we can to keep our seniors safe through this crisis.",2020-05-09 08:03:22+00:00,"Sir lawrence, you have always have my respect throughout this covid fight, and i and my family has been in this fight by doing all that is required of us dutifully in order not to weigh on our healthcare frontline. We are appreciative and grateful for all the great decisions so far. However, i am indeed shocked that in the last few days your team has said to protect the most vulnerable group in nursing homes as they will not be able to survive well if the virus hits them. Why then is MOH allowing covid patients to be housed in Renci community where there is so many levels of vulnerable residents and also patients who need to come for weekly kidney dialysis? These group has bodies that cannot take a second round of strike against them. Could you be kind and just and not remove this post and instead look into this matter, and give it serious considerations if its a right decision, and if this contradicts the stand to protect the most vulnerable ones among us? They have family who loves them till their last breath. This last breath is already a vulnerable last one and one wrong move will not be a just a number, it will be shattered family hearts. We sincerely hope you will look into this. We understand bed crunches issues, but please underdtand us, we the family of the vulnerable residents, need to seek ur help to protect the most vulnerable ones. A 1% outbreak might become their 99% death. To house covid newr healthy ones is acceptable, to house near critically vulnerable ones is a decision that is not wise at all.",2020-05-09 12:33:33+00:00,278
44,94,"Seniors are significantly more at risk from Covid-19. Globally, 80% of Covid-related deaths occur in older persons above 60. In Singapore it is 95%. Many young people with Covid-19 have mild symptoms. But for seniors the disease is severe and potentially life-threatening. 
That’s why we are stepping up our precautions at residential care homes serving the elderly. We are putting in place tighter infection controls and prevention practices. We are requiring all resident-facing staff to stay onsite or at designated hotels during the circuit breaker period. We are also testing all 30k residents and staff of these homes - not just once, but on a periodic basis every two weeks. 
At the same time, all of us can do our part to protect the seniors in our families. Remind them to stay home as much as possible and minimise contacts with others. If the seniors are living with us, then help them with their errands, so that they can minimise their movement outside. If the seniors are living elsewhere, then stay in touch with them with frequent phone calls, so that they will not feel socially isolated. 
Safeguarding the welfare of our seniors is a collective effort. We must do everything we can to keep our seniors safe through this crisis.",2020-05-09 08:03:22+00:00,Tks Minister Wong.Very relevant decisions for vulnerable population,2020-05-09 13:22:31+00:00,7
45,96,"Seniors are significantly more at risk from Covid-19. Globally, 80% of Covid-related deaths occur in older persons above 60. In Singapore it is 95%. Many young people with Covid-19 have mild symptoms. But for seniors the disease is severe and potentially life-threatening. 
That’s why we are stepping up our precautions at residential care homes serving the elderly. We are putting in place tighter infection controls and prevention practices. We are requiring all resident-facing staff to stay onsite or at designated hotels during the circuit breaker period. We are also testing all 30k residents and staff of these homes - not just once, but on a periodic basis every two weeks. 
At the same time, all of us can do our part to protect the seniors in our families. Remind them to stay home as much as possible and minimise contacts with others. If the seniors are living with us, then help them with their errands, so that they can minimise their movement outside. If the seniors are living elsewhere, then stay in touch with them with frequent phone calls, so that they will not feel socially isolated. 
Safeguarding the welfare of our seniors is a collective effort. We must do everything we can to keep our seniors safe through this crisis.",2020-05-09 08:03:22+00:00,"Everyone will grow old, the younger generation are watching how we take care of our elderly. Frankly, most of u would agree with me.... our parents are our main support and our strongest selfless support, as when we are all busy working, they are there to help us take care of our children. We must make sure they are safe and healthy. 🌈家有一老，如有一宝🙏🏻",2020-05-11 03:45:35+00:00,62
46,98,"We are seeing some results from the circuit breaker but these are still early days and we cannot let up. We must hunker down and push harder to break the transmission chain decisively. 
First, we call on everyone to minimise movement. Stay home as much as possible. If you need to go out to buy food or groceries, do so by yourself.  If you need to go out to exercise, do so by yourself and in your neighbourhood. This is the best way to protect yourself and your loved ones.
Second, we will tighten access to popular areas where people are still gathering, like wet markets and supermarkets, so that safe distancing measures can be better implemented. For a start we will introduce a new control measure in selected popular wet markets to limit entry to alternate days.
Third we will close more work premises and tighten the list of essential services. The aim is to reduce the number of essential workers still out and about, so that we can minimise movement and interactions. Additional requirements will also be put in place to ensure that these workers and their employers uphold safe distancing measures at their workplaces. 
We will implement the above measures from now till 4 May. Beyond that we will have to extend the circuit breaker for another four weeks till 1 June. We will continue to monitor the situation closely and if we are able to bring down our community infection numbers decisively, then we can consider easing some of the measures gradually. 
I thank all Singaporeans and residents who have made tremendous efforts and sacrifices to observe the circuit breaker measures so far. We are asking more from everyone now. We are mindful of the impact, and the government will continue to help employers and workers through the extended circuit breaker period. Ultimately this is a test of our unity, resilience and resolve. If we all do our part, we can stamp out the virus and overcome this together.",2020-04-21 14:39:00+00:00,Thank you for your leadership 🙏🏻,2020-04-22 00:12:35+00:00,5
47,101,"We are seeing some results from the circuit breaker but these are still early days and we cannot let up. We must hunker down and push harder to break the transmission chain decisively. 
First, we call on everyone to minimise movement. Stay home as much as possible. If you need to go out to buy food or groceries, do so by yourself.  If you need to go out to exercise, do so by yourself and in your neighbourhood. This is the best way to protect yourself and your loved ones.
Second, we will tighten access to popular areas where people are still gathering, like wet markets and supermarkets, so that safe distancing measures can be better implemented. For a start we will introduce a new control measure in selected popular wet markets to limit entry to alternate days.
Third we will close more work premises and tighten the list of essential services. The aim is to reduce the number of essential workers still out and about, so that we can minimise movement and interactions. Additional requirements will also be put in place to ensure that these workers and their employers uphold safe distancing measures at their workplaces. 
We will implement the above measures from now till 4 May. Beyond that we will have to extend the circuit breaker for another four weeks till 1 June. We will continue to monitor the situation closely and if we are able to bring down our community infection numbers decisively, then we can consider easing some of the measures gradually. 
I thank all Singaporeans and residents who have made tremendous efforts and sacrifices to observe the circuit breaker measures so far. We are asking more from everyone now. We are mindful of the impact, and the government will continue to help employers and workers through the extended circuit breaker period. Ultimately this is a test of our unity, resilience and resolve. If we all do our part, we can stamp out the virus and overcome this together.",2020-04-21 14:39:00+00:00,"Sir, some of us are still working in CBD area 😢 help help",2020-04-22 00:36:15+00:00,12
48,102,"We are seeing some results from the circuit breaker but these are still early days and we cannot let up. We must hunker down and push harder to break the transmission chain decisively. 
First, we call on everyone to minimise movement. Stay home as much as possible. If you need to go out to buy food or groceries, do so by yourself.  If you need to go out to exercise, do so by yourself and in your neighbourhood. This is the best way to protect yourself and your loved ones.
Second, we will tighten access to popular areas where people are still gathering, like wet markets and supermarkets, so that safe distancing measures can be better implemented. For a start we will introduce a new control measure in selected popular wet markets to limit entry to alternate days.
Third we will close more work premises and tighten the list of essential services. The aim is to reduce the number of essential workers still out and about, so that we can minimise movement and interactions. Additional requirements will also be put in place to ensure that these workers and their employers uphold safe distancing measures at their workplaces. 
We will implement the above measures from now till 4 May. Beyond that we will have to extend the circuit breaker for another four weeks till 1 June. We will continue to monitor the situation closely and if we are able to bring down our community infection numbers decisively, then we can consider easing some of the measures gradually. 
I thank all Singaporeans and residents who have made tremendous efforts and sacrifices to observe the circuit breaker measures so far. We are asking more from everyone now. We are mindful of the impact, and the government will continue to help employers and workers through the extended circuit breaker period. Ultimately this is a test of our unity, resilience and resolve. If we all do our part, we can stamp out the virus and overcome this together.",2020-04-21 14:39:00+00:00,"Minister,  thank you very much! Please take good care of yourself",2020-04-22 00:57:55+00:00,11
